"maxclustersize","ntips","nhybrids","Network","level","treechild","name"
3,8,1,"simulated",1,TRUE,"sim_3065"
4,28,5,"simulated",5,FALSE,"sim_3068"
19,117,50,"simulated",50,FALSE,"sim_3070"
3,24,2,"simulated",1,TRUE,"sim_3071"
6,42,10,"simulated",10,FALSE,"sim_3072"
3,13,2,"simulated",1,TRUE,"sim_3073"
3,16,1,"simulated",1,TRUE,"sim_3074"
3,19,1,"simulated",1,TRUE,"sim_3075"
3,18,1,"simulated",1,TRUE,"sim_3076"
41,182,104,"simulated",104,FALSE,"sim_3077"
3,21,2,"simulated",2,FALSE,"sim_3078"
4,39,5,"simulated",4,FALSE,"sim_3079"
4,16,2,"simulated",2,TRUE,"sim_3080"
3,21,2,"simulated",2,TRUE,"sim_3081"
4,33,5,"simulated",5,FALSE,"sim_3082"
8,63,20,"simulated",20,FALSE,"sim_3085"
3,18,2,"simulated",1,FALSE,"sim_3087"
3,15,2,"simulated",2,TRUE,"sim_3088"
3,18,1,"simulated",1,TRUE,"sim_3090"
91,340,242,"simulated",242,FALSE,"sim_3092"
365,892,955,"simulated",955,FALSE,"sim_3093"
3,20,1,"simulated",1,TRUE,"sim_3095"
24,147,63,"simulated",63,FALSE,"sim_3096"
8,70,13,"simulated",13,FALSE,"sim_3097"
3,17,3,"simulated",3,TRUE,"sim_3098"
4,30,6,"simulated",6,TRUE,"sim_3099"
3,9,1,"simulated",1,TRUE,"sim_3100"
7,53,18,"simulated",18,FALSE,"sim_3101"
3,16,2,"simulated",2,TRUE,"sim_3102"
3,21,1,"simulated",1,TRUE,"sim_3104"
3,16,1,"simulated",1,TRUE,"sim_3105"
3,32,1,"simulated",1,TRUE,"sim_3107"
3,35,1,"simulated",1,TRUE,"sim_3108"
3,25,5,"simulated",5,FALSE,"sim_3109"
3,23,2,"simulated",2,TRUE,"sim_3111"
4,28,4,"simulated",4,FALSE,"sim_3112"
3,21,1,"simulated",1,TRUE,"sim_3113"
13,81,33,"simulated",33,FALSE,"sim_3114"
7,65,20,"simulated",20,FALSE,"sim_3116"
3,17,2,"simulated",2,TRUE,"sim_3117"
29,153,72,"simulated",72,FALSE,"sim_3119"
37,209,112,"simulated",112,FALSE,"sim_3120"
4,31,4,"simulated",4,FALSE,"sim_3121"
26,150,74,"simulated",74,FALSE,"sim_3122"
3,26,2,"simulated",2,TRUE,"sim_3123"
5,56,9,"simulated",9,FALSE,"sim_3124"
3,21,1,"simulated",1,TRUE,"sim_3126"
6,50,10,"simulated",10,FALSE,"sim_3127"
5,37,6,"simulated",6,FALSE,"sim_3128"
4,31,4,"simulated",3,TRUE,"sim_3129"
4,24,3,"simulated",3,TRUE,"sim_3130"
8,60,17,"simulated",17,FALSE,"sim_3132"
5,40,10,"simulated",10,FALSE,"sim_3134"
3,7,1,"simulated",1,TRUE,"sim_3135"
4,33,4,"simulated",3,TRUE,"sim_3136"
3,17,2,"simulated",2,TRUE,"sim_3137"
5,47,9,"simulated",9,FALSE,"sim_3139"
3,20,1,"simulated",1,TRUE,"sim_3140"
4,25,5,"simulated",5,FALSE,"sim_3141"
3,18,1,"simulated",1,TRUE,"sim_3144"
3,12,1,"simulated",1,TRUE,"sim_3146"
4,53,8,"simulated",8,FALSE,"sim_3147"
5,49,12,"simulated",12,FALSE,"sim_3148"
5,33,7,"simulated",7,FALSE,"sim_3150"
3,6,1,"simulated",1,TRUE,"sim_3151"
3,20,1,"simulated",1,TRUE,"sim_3152"
3,24,6,"simulated",3,FALSE,"sim_3153"
4,32,6,"simulated",5,FALSE,"sim_3154"
4,24,6,"simulated",5,FALSE,"sim_3155"
4,25,4,"simulated",4,FALSE,"sim_3157"
6,53,12,"simulated",12,FALSE,"sim_3158"
3,19,1,"simulated",1,TRUE,"sim_3159"
3,8,1,"simulated",1,TRUE,"sim_3160"
3,14,1,"simulated",1,TRUE,"sim_3161"
3,34,1,"simulated",1,TRUE,"sim_3162"
7,49,15,"simulated",14,FALSE,"sim_3163"
7,62,15,"simulated",15,FALSE,"sim_3164"
3,6,1,"simulated",1,TRUE,"sim_3166"
3,17,1,"simulated",1,TRUE,"sim_3167"
4,27,5,"simulated",5,FALSE,"sim_3168"
3,16,2,"simulated",2,FALSE,"sim_3170"
3,7,1,"simulated",1,TRUE,"sim_3171"
3,17,1,"simulated",1,TRUE,"sim_3173"
4,22,4,"simulated",4,TRUE,"sim_3174"
4,25,5,"simulated",5,FALSE,"sim_3176"
3,15,2,"simulated",2,FALSE,"sim_3178"
4,32,3,"simulated",3,TRUE,"sim_3179"
4,30,4,"simulated",4,TRUE,"sim_3180"
5,38,6,"simulated",6,FALSE,"sim_3183"
3,24,2,"simulated",2,FALSE,"sim_3186"
21,125,58,"simulated",58,FALSE,"sim_3187"
3,11,1,"simulated",1,TRUE,"sim_3188"
4,25,6,"simulated",5,FALSE,"sim_3190"
3,41,3,"simulated",2,TRUE,"sim_3191"
4,46,4,"simulated",3,TRUE,"sim_3192"
4,45,8,"simulated",6,FALSE,"sim_3194"
6,48,11,"simulated",10,FALSE,"sim_3196"
6,48,14,"simulated",14,FALSE,"sim_3200"
3,11,1,"simulated",1,TRUE,"sim_3201"
3,19,2,"simulated",1,TRUE,"sim_3203"
5,48,11,"simulated",10,FALSE,"sim_3204"
3,19,3,"simulated",3,FALSE,"sim_3205"
3,7,1,"simulated",1,TRUE,"sim_3206"
4,34,5,"simulated",5,TRUE,"sim_3207"
3,16,2,"simulated",1,FALSE,"sim_3209"
3,23,1,"simulated",1,TRUE,"sim_3210"
7,60,14,"simulated",14,FALSE,"sim_3211"
4,20,4,"simulated",4,FALSE,"sim_3214"
4,21,3,"simulated",3,FALSE,"sim_3215"
3,23,1,"simulated",1,TRUE,"sim_3216"
5,60,9,"simulated",9,FALSE,"sim_3217"
3,15,2,"simulated",2,TRUE,"sim_3219"
3,30,2,"simulated",1,TRUE,"sim_3220"
7,59,14,"simulated",14,FALSE,"sim_3221"
8,49,14,"simulated",14,FALSE,"sim_3223"
5,42,13,"simulated",12,FALSE,"sim_3224"
5,51,8,"simulated",8,FALSE,"sim_3226"
4,39,8,"simulated",7,FALSE,"sim_3227"
3,35,2,"simulated",2,TRUE,"sim_3228"
5,63,11,"simulated",11,FALSE,"sim_3229"
3,32,5,"simulated",5,FALSE,"sim_3230"
3,35,1,"simulated",1,TRUE,"sim_3232"
4,42,6,"simulated",5,TRUE,"sim_3233"
5,49,7,"simulated",6,FALSE,"sim_3234"
5,60,9,"simulated",9,TRUE,"sim_3235"
6,43,10,"simulated",10,FALSE,"sim_3237"
4,43,4,"simulated",4,FALSE,"sim_3238"
8,43,14,"simulated",14,FALSE,"sim_3240"
6,63,14,"simulated",14,FALSE,"sim_3241"
6,38,9,"simulated",9,FALSE,"sim_3242"
3,10,1,"simulated",1,TRUE,"sim_3244"
3,7,1,"simulated",1,TRUE,"sim_3245"
5,40,7,"simulated",7,TRUE,"sim_3247"
3,24,2,"simulated",1,FALSE,"sim_3248"
3,5,1,"simulated",1,TRUE,"sim_3250"
5,21,6,"simulated",6,FALSE,"sim_3251"
3,23,1,"simulated",1,TRUE,"sim_3252"
6,58,17,"simulated",15,FALSE,"sim_3254"
4,45,3,"simulated",3,TRUE,"sim_3255"
4,45,6,"simulated",6,FALSE,"sim_3257"
3,26,2,"simulated",1,TRUE,"sim_3258"
4,34,5,"simulated",5,TRUE,"sim_3259"
10,77,23,"simulated",23,FALSE,"sim_3260"
3,31,2,"simulated",2,TRUE,"sim_3265"
8,64,17,"simulated",17,FALSE,"sim_3266"
10,81,24,"simulated",24,FALSE,"sim_3267"
4,33,3,"simulated",3,TRUE,"sim_3269"
5,38,5,"simulated",5,TRUE,"sim_3271"
4,43,10,"simulated",10,FALSE,"sim_3273"
4,26,5,"simulated",5,FALSE,"sim_3275"
3,22,3,"simulated",1,FALSE,"sim_3277"
3,53,3,"simulated",3,TRUE,"sim_3281"
6,68,14,"simulated",13,FALSE,"sim_3282"
3,11,3,"simulated",3,FALSE,"sim_3283"
3,31,1,"simulated",1,TRUE,"sim_3284"
7,70,20,"simulated",20,FALSE,"sim_3285"
4,38,4,"simulated",4,FALSE,"sim_3286"
5,67,13,"simulated",12,FALSE,"sim_3287"
4,36,6,"simulated",3,FALSE,"sim_3288"
8,67,17,"simulated",17,FALSE,"sim_3289"
3,28,3,"simulated",2,TRUE,"sim_3290"
4,43,9,"simulated",8,FALSE,"sim_3295"
5,57,12,"simulated",11,FALSE,"sim_3296"
3,21,1,"simulated",1,TRUE,"sim_3298"
8,75,21,"simulated",21,FALSE,"sim_3299"
3,32,2,"simulated",2,FALSE,"sim_3300"
3,18,1,"simulated",1,TRUE,"sim_3301"
16,105,47,"simulated",47,FALSE,"sim_3302"
3,18,1,"simulated",1,TRUE,"sim_3303"
4,59,7,"simulated",7,TRUE,"sim_3304"
9,59,21,"simulated",21,FALSE,"sim_3305"
3,27,2,"simulated",1,TRUE,"sim_3306"
4,43,7,"simulated",6,FALSE,"sim_3307"
3,17,1,"simulated",1,TRUE,"sim_3309"
3,19,2,"simulated",1,TRUE,"sim_3310"
7,56,14,"simulated",14,FALSE,"sim_3311"
3,25,5,"simulated",3,TRUE,"sim_3313"
4,15,4,"simulated",4,TRUE,"sim_3314"
5,46,7,"simulated",6,FALSE,"sim_3315"
6,36,11,"simulated",11,FALSE,"sim_3316"
5,60,12,"simulated",11,FALSE,"sim_3317"
3,23,1,"simulated",1,TRUE,"sim_3318"
3,24,2,"simulated",2,FALSE,"sim_3320"
3,33,3,"simulated",3,FALSE,"sim_3322"
3,19,1,"simulated",1,TRUE,"sim_3323"
3,10,2,"simulated",2,FALSE,"sim_3324"
3,29,1,"simulated",1,TRUE,"sim_3325"
3,7,1,"simulated",1,TRUE,"sim_3326"
3,18,2,"simulated",1,TRUE,"sim_3327"
4,50,5,"simulated",5,FALSE,"sim_3328"
4,38,6,"simulated",5,TRUE,"sim_3329"
4,41,7,"simulated",4,FALSE,"sim_3330"
4,36,5,"simulated",5,FALSE,"sim_3332"
3,24,2,"simulated",2,TRUE,"sim_3334"
7,66,15,"simulated",15,FALSE,"sim_3336"
10,68,23,"simulated",23,FALSE,"sim_3337"
3,23,2,"simulated",2,TRUE,"sim_3338"
3,8,2,"simulated",2,FALSE,"sim_3341"
6,55,10,"simulated",10,TRUE,"sim_3342"
4,34,5,"simulated",5,FALSE,"sim_3343"
9,98,18,"simulated",18,FALSE,"sim_3344"
4,19,3,"simulated",3,FALSE,"sim_3347"
3,34,5,"simulated",5,FALSE,"sim_3348"
4,40,4,"simulated",4,TRUE,"sim_3349"
4,37,6,"simulated",6,FALSE,"sim_3350"
6,44,14,"simulated",14,FALSE,"sim_3351"
5,39,9,"simulated",9,FALSE,"sim_3352"
3,25,2,"simulated",2,TRUE,"sim_3353"
6,63,15,"simulated",15,FALSE,"sim_3354"
5,48,6,"simulated",4,TRUE,"sim_3355"
21,126,56,"simulated",55,FALSE,"sim_3357"
10,72,27,"simulated",27,FALSE,"sim_3358"
3,25,1,"simulated",1,TRUE,"sim_3361"
6,70,14,"simulated",14,FALSE,"sim_3362"
13,110,32,"simulated",32,FALSE,"sim_3363"
4,25,5,"simulated",5,FALSE,"sim_3364"
4,48,4,"simulated",3,TRUE,"sim_3365"
5,31,7,"simulated",7,FALSE,"sim_3368"
5,39,9,"simulated",9,FALSE,"sim_3369"
3,23,4,"simulated",3,FALSE,"sim_3370"
4,28,3,"simulated",3,TRUE,"sim_3371"
3,8,1,"simulated",1,TRUE,"sim_3373"
5,59,11,"simulated",10,FALSE,"sim_3374"
4,37,5,"simulated",3,FALSE,"sim_3375"
4,50,7,"simulated",7,FALSE,"sim_3376"
4,36,5,"simulated",5,TRUE,"sim_3379"
4,44,7,"simulated",7,FALSE,"sim_3381"
8,75,23,"simulated",23,FALSE,"sim_3382"
5,36,6,"simulated",6,FALSE,"sim_3384"
3,15,1,"simulated",1,TRUE,"sim_3385"
5,26,8,"simulated",8,FALSE,"sim_3386"
5,29,6,"simulated",6,FALSE,"sim_3387"
8,53,19,"simulated",18,FALSE,"sim_3388"
6,31,11,"simulated",10,FALSE,"sim_3389"
3,17,2,"simulated",2,FALSE,"sim_3390"
4,24,3,"simulated",3,FALSE,"sim_3391"
7,60,19,"simulated",18,FALSE,"sim_3392"
3,15,1,"simulated",1,TRUE,"sim_3393"
9,68,19,"simulated",19,FALSE,"sim_3395"
4,30,2,"simulated",2,TRUE,"sim_3397"
6,55,12,"simulated",12,FALSE,"sim_3398"
4,18,3,"simulated",3,TRUE,"sim_3399"
5,51,8,"simulated",8,FALSE,"sim_3400"
3,9,1,"simulated",1,TRUE,"sim_3402"
3,18,1,"simulated",1,TRUE,"sim_3403"
4,44,5,"simulated",2,TRUE,"sim_3404"
9,85,24,"simulated",23,FALSE,"sim_3406"
4,35,6,"simulated",6,FALSE,"sim_3407"
5,47,12,"simulated",11,FALSE,"sim_3409"
4,36,5,"simulated",5,TRUE,"sim_3411"
5,51,7,"simulated",7,FALSE,"sim_3414"
9,80,24,"simulated",24,FALSE,"sim_3415"
3,36,3,"simulated",3,TRUE,"sim_3416"
6,36,10,"simulated",10,FALSE,"sim_3417"
7,77,17,"simulated",17,FALSE,"sim_3418"
5,41,7,"simulated",7,TRUE,"sim_3420"
3,33,4,"simulated",3,TRUE,"sim_3421"
8,81,20,"simulated",20,FALSE,"sim_3422"
5,67,10,"simulated",9,FALSE,"sim_3423"
3,22,1,"simulated",1,TRUE,"sim_3425"
3,16,1,"simulated",1,TRUE,"sim_3426"
8,76,25,"simulated",24,FALSE,"sim_3428"
3,19,1,"simulated",1,TRUE,"sim_3430"
5,44,11,"simulated",11,FALSE,"sim_3432"
3,11,1,"simulated",1,TRUE,"sim_3433"
3,19,3,"simulated",3,TRUE,"sim_3434"
3,8,1,"simulated",1,TRUE,"sim_3439"
10,83,26,"simulated",26,FALSE,"sim_3440"
5,34,8,"simulated",6,FALSE,"sim_3443"
3,16,1,"simulated",1,TRUE,"sim_3444"
7,77,19,"simulated",18,FALSE,"sim_3445"
3,16,1,"simulated",1,TRUE,"sim_3447"
3,22,1,"simulated",1,TRUE,"sim_3448"
4,31,4,"simulated",4,TRUE,"sim_3449"
13,103,32,"simulated",32,FALSE,"sim_3450"
3,13,1,"simulated",1,TRUE,"sim_3451"
3,12,2,"simulated",2,TRUE,"sim_3452"
5,55,9,"simulated",8,FALSE,"sim_3453"
4,36,7,"simulated",7,TRUE,"sim_3456"
4,34,2,"simulated",2,TRUE,"sim_3457"
6,64,17,"simulated",16,FALSE,"sim_3458"
4,26,3,"simulated",3,FALSE,"sim_3460"
12,77,33,"simulated",32,FALSE,"sim_3461"
4,30,4,"simulated",4,TRUE,"sim_3463"
4,37,5,"simulated",5,TRUE,"sim_3464"
4,35,6,"simulated",4,FALSE,"sim_3465"
8,66,17,"simulated",17,FALSE,"sim_3468"
3,33,1,"simulated",1,TRUE,"sim_3470"
33,166,85,"simulated",85,FALSE,"sim_3471"
4,40,4,"simulated",4,FALSE,"sim_3472"
5,43,9,"simulated",9,FALSE,"sim_3473"
4,40,5,"simulated",5,TRUE,"sim_3474"
10,95,25,"simulated",25,FALSE,"sim_3476"
5,50,9,"simulated",9,FALSE,"sim_3478"
4,41,6,"simulated",6,TRUE,"sim_3480"
4,19,3,"simulated",3,FALSE,"sim_3482"
3,30,3,"simulated",3,FALSE,"sim_3485"
3,15,1,"simulated",1,TRUE,"sim_3486"
3,31,2,"simulated",1,TRUE,"sim_3489"
3,11,1,"simulated",1,TRUE,"sim_3490"
3,24,3,"simulated",1,TRUE,"sim_3491"
5,38,11,"simulated",11,FALSE,"sim_3494"
4,21,3,"simulated",3,FALSE,"sim_3496"
3,24,3,"simulated",1,FALSE,"sim_3498"
4,36,5,"simulated",5,FALSE,"sim_3499"
7,75,17,"simulated",16,FALSE,"sim_3501"
4,31,5,"simulated",4,FALSE,"sim_3502"
3,12,1,"simulated",1,TRUE,"sim_3504"
3,24,2,"simulated",1,TRUE,"sim_3505"
5,55,11,"simulated",11,TRUE,"sim_3506"
4,57,6,"simulated",6,TRUE,"sim_3507"
8,76,18,"simulated",18,FALSE,"sim_3508"
4,25,5,"simulated",3,FALSE,"sim_3509"
3,29,1,"simulated",1,TRUE,"sim_3512"
16,88,36,"simulated",36,FALSE,"sim_3513"
7,56,18,"simulated",18,FALSE,"sim_3515"
4,29,3,"simulated",3,FALSE,"sim_3516"
3,21,1,"simulated",1,TRUE,"sim_3517"
6,53,9,"simulated",9,TRUE,"sim_3518"
5,55,7,"simulated",7,FALSE,"sim_3519"
4,23,5,"simulated",4,FALSE,"sim_3520"
3,16,3,"simulated",1,TRUE,"sim_3522"
3,23,4,"simulated",4,FALSE,"sim_3523"
3,29,4,"simulated",3,TRUE,"sim_3524"
6,60,10,"simulated",10,FALSE,"sim_3525"
8,78,20,"simulated",20,FALSE,"sim_3526"
3,46,2,"simulated",2,TRUE,"sim_3528"
15,112,42,"simulated",41,FALSE,"sim_3529"
4,23,5,"simulated",5,FALSE,"sim_3530"
3,42,3,"simulated",1,TRUE,"sim_3531"
3,23,2,"simulated",2,FALSE,"sim_3532"
4,23,4,"simulated",4,TRUE,"sim_3533"
10,103,26,"simulated",26,FALSE,"sim_3534"
3,17,2,"simulated",2,TRUE,"sim_3535"
4,39,5,"simulated",5,FALSE,"sim_3538"
4,27,3,"simulated",3,TRUE,"sim_3543"
4,39,3,"simulated",3,TRUE,"sim_3544"
9,90,25,"simulated",25,FALSE,"sim_3545"
10,86,22,"simulated",22,FALSE,"sim_3547"
4,30,3,"simulated",3,TRUE,"sim_3548"
3,21,2,"simulated",1,TRUE,"sim_3549"
4,36,5,"simulated",4,TRUE,"sim_3550"
3,9,1,"simulated",1,TRUE,"sim_3551"
4,39,4,"simulated",4,TRUE,"sim_3552"
4,44,10,"simulated",10,FALSE,"sim_3554"
10,68,26,"simulated",25,FALSE,"sim_3555"
3,23,1,"simulated",1,TRUE,"sim_3556"
3,14,2,"simulated",1,TRUE,"sim_3560"
4,40,7,"simulated",5,TRUE,"sim_3561"
3,16,2,"simulated",1,TRUE,"sim_3562"
4,64,8,"simulated",8,FALSE,"sim_3563"
18,140,62,"simulated",62,FALSE,"sim_3564"
3,22,1,"simulated",1,TRUE,"sim_3565"
8,83,24,"simulated",23,FALSE,"sim_3566"
4,44,3,"simulated",3,TRUE,"sim_3567"
5,54,11,"simulated",11,FALSE,"sim_3569"
4,74,10,"simulated",9,TRUE,"sim_3570"
4,32,3,"simulated",3,FALSE,"sim_3571"
4,45,5,"simulated",4,FALSE,"sim_3572"
4,15,3,"simulated",3,FALSE,"sim_3573"
3,15,1,"simulated",1,TRUE,"sim_3574"
5,54,9,"simulated",9,FALSE,"sim_3575"
17,106,44,"simulated",44,FALSE,"sim_3577"
8,78,16,"simulated",16,FALSE,"sim_3579"
3,16,1,"simulated",1,TRUE,"sim_3580"
9,68,21,"simulated",21,FALSE,"sim_3581"
7,73,15,"simulated",14,FALSE,"sim_3582"
13,100,37,"simulated",37,FALSE,"sim_3583"
3,20,1,"simulated",1,TRUE,"sim_3585"
3,20,1,"simulated",1,TRUE,"sim_3586"
30,152,81,"simulated",81,FALSE,"sim_3591"
5,51,10,"simulated",10,FALSE,"sim_3592"
3,17,2,"simulated",2,TRUE,"sim_3593"
3,12,2,"simulated",1,FALSE,"sim_3594"
3,22,2,"simulated",2,TRUE,"sim_3595"
3,21,1,"simulated",1,TRUE,"sim_3598"
14,109,39,"simulated",39,FALSE,"sim_3600"
4,51,7,"simulated",7,FALSE,"sim_3602"
3,25,1,"simulated",1,TRUE,"sim_3603"
4,48,4,"simulated",4,FALSE,"sim_3604"
4,20,3,"simulated",3,FALSE,"sim_3605"
3,33,1,"simulated",1,TRUE,"sim_3606"
4,30,4,"simulated",3,TRUE,"sim_3607"
3,29,3,"simulated",2,FALSE,"sim_3608"
3,17,2,"simulated",1,TRUE,"sim_3610"
5,40,9,"simulated",9,FALSE,"sim_3611"
4,28,4,"simulated",2,FALSE,"sim_3613"
5,57,12,"simulated",11,FALSE,"sim_3614"
3,33,1,"simulated",1,TRUE,"sim_3615"
3,21,1,"simulated",1,TRUE,"sim_3616"
3,28,4,"simulated",3,TRUE,"sim_3618"
5,67,8,"simulated",8,TRUE,"sim_3619"
4,36,3,"simulated",3,TRUE,"sim_3621"
6,48,10,"simulated",10,FALSE,"sim_3622"
4,33,3,"simulated",2,TRUE,"sim_3623"
3,40,3,"simulated",3,TRUE,"sim_3625"
4,38,5,"simulated",5,TRUE,"sim_3626"
4,39,5,"simulated",5,FALSE,"sim_3629"
8,79,17,"simulated",17,FALSE,"sim_3630"
3,28,1,"simulated",1,TRUE,"sim_3632"
3,31,1,"simulated",1,TRUE,"sim_3634"
6,60,18,"simulated",18,FALSE,"sim_3635"
5,60,8,"simulated",8,TRUE,"sim_3637"
3,27,1,"simulated",1,TRUE,"sim_3639"
6,66,14,"simulated",14,FALSE,"sim_3640"
3,17,1,"simulated",1,TRUE,"sim_3641"
3,43,2,"simulated",2,TRUE,"sim_3642"
3,40,3,"simulated",2,TRUE,"sim_3645"
6,60,13,"simulated",13,FALSE,"sim_3646"
3,13,1,"simulated",1,TRUE,"sim_3648"
7,78,17,"simulated",17,FALSE,"sim_3649"
9,78,25,"simulated",25,FALSE,"sim_3650"
3,17,3,"simulated",2,FALSE,"sim_3651"
6,37,9,"simulated",9,FALSE,"sim_3652"
4,31,3,"simulated",3,TRUE,"sim_3653"
6,76,14,"simulated",14,FALSE,"sim_3655"
3,10,1,"simulated",1,TRUE,"sim_3657"
3,18,1,"simulated",1,TRUE,"sim_3659"
3,18,1,"simulated",1,TRUE,"sim_3660"
3,23,2,"simulated",2,TRUE,"sim_3662"
8,75,15,"simulated",15,FALSE,"sim_3663"
3,9,1,"simulated",1,TRUE,"sim_3664"
6,67,15,"simulated",14,TRUE,"sim_3665"
23,179,73,"simulated",73,FALSE,"sim_3666"
3,23,1,"simulated",1,TRUE,"sim_3668"
3,16,3,"simulated",3,FALSE,"sim_3669"
6,61,13,"simulated",13,FALSE,"sim_3670"
4,42,5,"simulated",5,FALSE,"sim_3671"
4,28,3,"simulated",2,FALSE,"sim_3672"
4,34,2,"simulated",2,TRUE,"sim_3673"
159,494,418,"simulated",418,FALSE,"sim_3674"
3,37,2,"simulated",2,TRUE,"sim_3676"
4,33,4,"simulated",4,TRUE,"sim_3677"
17,122,47,"simulated",47,FALSE,"sim_3678"
3,11,1,"simulated",1,TRUE,"sim_3679"
22,160,63,"simulated",63,FALSE,"sim_3680"
3,30,1,"simulated",1,TRUE,"sim_3683"
60,273,160,"simulated",160,FALSE,"sim_3684"
3,23,3,"simulated",2,TRUE,"sim_3685"
4,44,4,"simulated",4,TRUE,"sim_3686"
10,100,30,"simulated",30,FALSE,"sim_3687"
11,91,26,"simulated",26,FALSE,"sim_3688"
4,44,5,"simulated",4,TRUE,"sim_3690"
4,43,4,"simulated",3,TRUE,"sim_3691"
3,47,3,"simulated",1,TRUE,"sim_3692"
6,59,14,"simulated",14,TRUE,"sim_3693"
3,21,1,"simulated",1,TRUE,"sim_3694"
3,29,2,"simulated",1,TRUE,"sim_3695"
3,10,1,"simulated",1,TRUE,"sim_3696"
4,48,5,"simulated",4,TRUE,"sim_3697"
7,69,18,"simulated",17,FALSE,"sim_3698"
6,48,11,"simulated",11,TRUE,"sim_3699"
3,34,1,"simulated",1,TRUE,"sim_3700"
3,24,2,"simulated",1,TRUE,"sim_3701"
5,55,11,"simulated",11,FALSE,"sim_3702"
4,26,2,"simulated",2,TRUE,"sim_3703"
3,16,2,"simulated",1,TRUE,"sim_3704"
4,33,4,"simulated",4,TRUE,"sim_3707"
5,45,7,"simulated",7,TRUE,"sim_3709"
3,8,1,"simulated",1,TRUE,"sim_3711"
3,52,4,"simulated",2,TRUE,"sim_3713"
6,54,11,"simulated",10,FALSE,"sim_3714"
4,44,9,"simulated",9,FALSE,"sim_3716"
4,28,4,"simulated",4,TRUE,"sim_3717"
10,75,29,"simulated",29,FALSE,"sim_3718"
3,11,2,"simulated",2,TRUE,"sim_3721"
4,36,4,"simulated",4,TRUE,"sim_3722"
3,31,2,"simulated",1,TRUE,"sim_3723"
7,56,15,"simulated",15,FALSE,"sim_3724"
12,80,28,"simulated",28,FALSE,"sim_3725"
4,42,3,"simulated",3,TRUE,"sim_3727"
3,40,2,"simulated",1,TRUE,"sim_3729"
8,80,21,"simulated",21,FALSE,"sim_3730"
4,26,4,"simulated",4,TRUE,"sim_3731"
3,43,2,"simulated",1,TRUE,"sim_3733"
10,99,25,"simulated",25,TRUE,"sim_3735"
79,377,199,"simulated",199,TRUE,"sim_3737"
3,32,2,"simulated",2,TRUE,"sim_3738"
3,13,1,"simulated",1,TRUE,"sim_3741"
3,24,1,"simulated",1,TRUE,"sim_3742"
3,39,2,"simulated",2,FALSE,"sim_3743"
9,62,18,"simulated",18,FALSE,"sim_3744"
3,4,1,"simulated",1,TRUE,"sim_3746"
5,52,10,"simulated",10,FALSE,"sim_3750"
3,28,1,"simulated",1,TRUE,"sim_3754"
4,31,4,"simulated",4,TRUE,"sim_3755"
4,48,7,"simulated",7,FALSE,"sim_3756"
3,17,2,"simulated",1,TRUE,"sim_3758"
8,68,18,"simulated",18,FALSE,"sim_3759"
8,64,16,"simulated",16,FALSE,"sim_3760"
3,19,1,"simulated",1,TRUE,"sim_3761"
4,37,5,"simulated",5,FALSE,"sim_3763"
3,45,5,"simulated",4,FALSE,"sim_3764"
3,12,1,"simulated",1,TRUE,"sim_3765"
3,38,1,"simulated",1,TRUE,"sim_3767"
12,66,29,"simulated",29,FALSE,"sim_3768"
3,11,1,"simulated",1,TRUE,"sim_3770"
